#Data tag : 19v3 , Norm tag: None
#run:fill,time,ncms,hltpath,delivered(/fb),recorded(/fb)
315840:6654,05/07/18 21:19:16,1122,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v16,0.000134978,0.000131152
315973:6659,05/08/18 23:33:11,855,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v16,0.000105903,0.000103180
315974:6659,05/09/18 05:17:09,71,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v17,0.000007067,0.000006864
316058:6662,05/09/18 20:47:16,364,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v17,0.000052872,0.000050814
316059:6662,05/09/18 23:10:21,566,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v17,0.000066067,0.000063121
316060:6662,05/10/18 02:53:15,935,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v17,0.000075524,0.000073511
316061:6662,05/10/18 09:00:15,36,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v17,0.000002317,0.000002277
316062:6662,05/10/18 10:24:04,4,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v17,0.000000263,0.000000259
316082:6663,05/10/18 12:45:58,371,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v17,0.000054014,0.000052355
316110:6666,05/10/18 21:22:27,210,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v17,0.000031357,0.000030359
316111:6666,05/10/18 22:46:45,48,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v17,0.000006541,0.000005616
316113:6666,05/10/18 23:16:41,64,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v17,0.000008264,0.000007589
316114:6666,05/10/18 23:42:59,1561,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v17,0.000139869,0.000136294
316153:6672,05/11/18 17:03:13,770,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v17,0.000097618,0.000094904
316186:6674,05/12/18 03:00:17,44,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v17,0.000006349,0.000005612
316187:6674,05/12/18 03:18:33,1970,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v17,0.000197995,0.000189788
316199:6675,05/12/18 18:55:11,1165,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v17,0.000154197,0.000148875
316200:6675,05/13/18 02:29:14,10,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v17,0.000000976,0.000000825
316201:6675,05/13/18 02:36:34,498,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v17,0.000042947,0.000040775
316202:6675,05/13/18 05:53:19,403,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v17,0.000028679,0.000027817
316216:6677,05/13/18 11:57:38,442,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v17,0.000066393,0.000063511
316217:6677,05/13/18 15:05:03,264,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v17,0.000033867,0.000032651
316218:6677,05/13/18 16:52:47,1008,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v17,0.000092734,0.000090086
316219:6677,05/13/18 23:33:19,283,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v17,0.000018662,0.000018140
316239:6681,05/14/18 05:52:32,589,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v17,0.000080638,0.000077526
316240:6681,05/14/18 09:45:29,1224,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v17,0.000108723,0.000105068
316241:6681,05/14/18 17:44:39,325,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v17,0.000020480,0.000019702
316271:6683,05/15/18 00:23:54,86,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v17,0.000011877,0.000010999
316361:6688,05/15/18 17:14:35,189,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000010548,0.000009783
316362:6688,05/15/18 18:35:04,425,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000020622,0.000019969
316363:6688,05/15/18 21:30:58,48,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000001833,0.000001708
316377:6690,05/16/18 01:56:02,21,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000001200,0.000000736
316378:6690,05/16/18 02:06:22,29,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000002300,0.000001236
316379:6690,05/16/18 02:20:12,70,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000005404,0.000003045
316380:6690,05/16/18 02:51:00,1208,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000066421,0.000064919
316455:6693,05/16/18 19:16:25,36,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000003672,0.000003558
316457:6693,05/16/18 19:38:28,1454,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000124342,0.000120842
316469:6694,05/17/18 07:48:25,428,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000057039,0.000055140
316470:6694,05/17/18 11:54:09,476,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000044819,0.000043285
316472:6694,05/17/18 15:00:34,328,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000025229,0.000024532
316505:6696,05/18/18 00:24:11,1319,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000153519,0.000148600
316569:6700,05/19/18 02:15:13,1888,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000184976,0.000179840
316590:6702,05/19/18 20:55:25,510,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000072351,0.000070092
316613:6706,05/20/18 07:52:22,193,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000011898,0.000011654
316615:6706,05/20/18 09:12:45,338,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000018533,0.000018195
316666:6709,05/20/18 21:51:33,981,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000107593,0.000103475
316667:6709,05/21/18 04:15:41,197,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000016150,0.000015607
316700:6710,05/21/18 11:45:22,311,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000045087,0.000042335
316701:6710,05/21/18 14:12:33,479,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000055801,0.000053309
316702:6710,05/21/18 17:21:19,388,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000036443,0.000035356
316715:6711,05/22/18 01:10:33,13,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000001241,0.000001111
316716:6711,05/22/18 01:30:21,181,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000025825,0.000022886
316717:6711,05/22/18 02:44:00,192,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000024673,0.000023476
316718:6711,05/22/18 04:00:35,311,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000034704,0.000033416
316719:6711,05/22/18 06:17:36,136,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000013104,0.000012018
316720:6711,05/22/18 07:16:06,182,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000015982,0.000015456
316721:6711,05/22/18 08:29:42,15,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000001239,0.000001207
316722:6711,05/22/18 08:45:58,751,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000051790,0.000049911
316723:6711,05/22/18 13:38:48,64,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000003641,0.000003563
316758:6712,05/22/18 16:43:00,1599,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000174816,0.000168771
316766:6714,05/23/18 05:50:20,2148,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000214402,0.000207797
316876:6719,05/24/18 23:17:15,610,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000087594,0.000080140
316877:6719,05/25/18 03:18:15,395,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000042655,0.000041130
316879:6719,05/25/18 06:01:35,156,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000014273,0.000013523
316928:6724,05/25/18 17:30:22,149,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000033862,0.000032902
316985:6731,05/27/18 20:04:08,471,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000131918,0.000127812
316993:6733,05/28/18 03:32:50,211,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000059038,0.000055166
316994:6733,05/28/18 04:58:46,14,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000003757,0.000003539
316995:6733,05/28/18 05:06:29,623,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000142145,0.000137922
317080:6737,05/28/18 20:40:32,26,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000006164,0.000005811
317087:6738,05/28/18 23:14:11,741,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000187366,0.000180148
317089:6738,05/29/18 04:46:51,1003,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000163946,0.000157707
317182:6741,05/30/18 09:15:46,1377,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000312507,0.000300894
317212:6744,05/31/18 02:42:17,140,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000040230,0.000037905
317213:6744,05/31/18 03:40:05,375,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000096541,0.000092955
317279:6747,05/31/18 17:11:10,466,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000050601,0.000048809
317291:6749,06/01/18 02:53:28,791,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000209917,0.000202984
317292:6749,06/01/18 08:08:05,330,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000064924,0.000062968
317297:6749,06/01/18 11:34:35,697,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000094381,0.000091703
317319:6751,06/01/18 19:42:33,139,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000042060,0.000039640
317320:6751,06/01/18 20:37:54,1820,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000353370,0.000341309
317338:6752,06/02/18 10:48:26,42,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000011807,0.000010097
317339:6752,06/02/18 11:06:14,163,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000050635,0.000048704
317340:6752,06/02/18 12:17:48,418,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000109514,0.000104145
317382:6755,06/03/18 16:34:21,71,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000020584,0.000017881
317383:6755,06/03/18 17:05:19,58,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000017703,0.000016631
317391:6757,06/04/18 03:21:59,8,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000002590,0.000002013
317392:6757,06/04/18 03:27:44,1898,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000374338,0.000363449
317435:6759,06/05/18 00:15:36,1397,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000277367,0.000267121
317438:6759,06/05/18 09:20:20,307,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000038331,0.000036822
317475:6761,06/05/18 18:13:47,68,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000020057,0.000019082
317478:6761,06/05/18 18:47:21,23,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000006279,0.000005879
317484:6761,06/05/18 19:51:18,523,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000122774,0.000118782
317488:6761,06/05/18 23:26:30,844,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000138456,0.000134169
317527:6763,06/06/18 22:52:12,1447,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000345687,0.000334888
317591:6768,06/08/18 07:07:54,292,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000085372,0.000082309
317626:6770,06/08/18 20:45:30,2006,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000404812,0.000391807
317640:6772,06/09/18 13:47:48,801,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000201194,0.000193466
317641:6772,06/09/18 19:02:09,1390,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000204768,0.000198752
317648:6773,06/10/18 06:27:56,95,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000027753,0.000025098
317649:6773,06/10/18 07:08:12,621,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000148482,0.000143120
317650:6773,06/10/18 11:10:27,1304,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000195786,0.000189627
317661:6774,06/10/18 21:56:59,1222,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000287063,0.000278260
317663:6774,06/11/18 06:27:15,858,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000116476,0.000113557
317683:6776,06/11/18 16:18:33,320,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000090643,0.000087298
317696:6778,06/12/18 00:00:42,645,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000176205,0.000169472
318733:6850,06/26/18 22:28:18,33,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000002212,0.000002068
318828:6858,06/28/18 06:30:24,70,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000010133,0.000009799
318872:6860,06/28/18 15:50:31,272,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000070538,0.000068040
318874:6860,06/28/18 17:39:38,320,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000077200,0.000073752
318876:6860,06/28/18 19:45:23,161,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000036321,0.000034509
318877:6860,06/28/18 20:49:22,615,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000122268,0.000118925
319077:6874,07/01/18 23:27:46,41,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000012479,0.000012127
319337:6901,07/08/18 02:05:51,2193,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000175813,0.000172140
319347:6904,07/08/18 19:53:18,651,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000169686,0.000156190
319348:6904,07/09/18 00:07:18,37,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000008119,0.000003709
319349:6904,07/09/18 00:23:34,148,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000031085,0.000030255
319449:6909,07/09/18 20:59:32,698,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000192286,0.000184573
319450:6909,07/10/18 01:32:44,681,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000157411,0.000153367
319456:6909,07/10/18 07:08:40,209,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000040014,0.000038530
319459:6909,07/10/18 08:32:35,78,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000013068,0.000012750
319486:6911,07/11/18 09:10:21,66,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000015601,0.000015048
319503:6911,07/11/18 17:30:46,317,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000070232,0.000067377
319524:6912,07/11/18 22:27:29,1424,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000348720,0.000338297
319526:6912,07/12/18 08:14:19,282,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000053155,0.000051600
319528:6912,07/12/18 10:12:58,254,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000044296,0.000043267
319579:6919,07/13/18 04:43:17,3128,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000624223,0.000606289
319625:6921,07/14/18 14:05:51,190,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000054043,0.000052293
319639:6923,07/14/18 18:52:13,1479,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000313739,0.000303215
319656:6924,07/15/18 07:26:01,256,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000067605,0.000064053
319657:6924,07/15/18 09:09:07,167,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000039817,0.000038388
319658:6924,07/15/18 10:17:14,222,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000047344,0.000045716
319659:6924,07/15/18 11:50:26,87,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000016747,0.000016139
319678:6925,07/15/18 15:20:13,259,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000073372,0.000070685
319687:6927,07/15/18 22:28:04,45,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000012212,0.000011891
319697:6929,07/16/18 02:17:40,437,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000046558,0.000044860
319698:6929,07/16/18 05:13:10,312,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000027558,0.000026885
319756:6931,07/16/18 15:39:04,1923,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000375618,0.000363114
319840:6939,07/17/18 22:27:53,348,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000037972,0.000036829
319841:6939,07/18/18 00:44:33,167,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000015437,0.000015022
319847:6940,07/18/18 04:02:30,3,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000000985,0.000000669
319848:6940,07/18/18 04:04:45,53,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000014762,0.000014134
319849:6940,07/18/18 04:28:02,492,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000133494,0.000128557
319851:6940,07/18/18 07:46:30,4,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000000926,0.000000842
319853:6940,07/18/18 08:01:32,256,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000054302,0.000052743
319854:6940,07/18/18 09:44:34,225,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000040915,0.000039790
319908:6942,07/19/18 02:40:13,51,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000014503,0.000013552
319909:6942,07/19/18 03:03:13,7,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000002034,0.000000830
319910:6942,07/19/18 03:09:20,983,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000233684,0.000225826
319912:6942,07/19/18 09:34:18,59,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000010497,0.000009953
319913:6942,07/19/18 09:59:24,56,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000009643,0.000009308
319914:6942,07/19/18 10:22:49,32,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000005372,0.000005096
319915:6942,07/19/18 10:37:23,416,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000065882,0.000064298
319941:6944,07/19/18 19:59:35,256,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000073348,0.000069939
319942:6944,07/19/18 21:41:30,50,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000013291,0.000012940
319950:6946,07/20/18 02:45:30,168,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000050252,0.000048841
319991:6953,07/20/18 15:48:51,837,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000216689,0.000208971
319992:6953,07/20/18 21:15:39,264,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000050603,0.000048583
319993:6953,07/20/18 23:01:06,955,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000139072,0.000135315
320002:6956,07/21/18 08:17:32,141,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000038906,0.000037188
320006:6956,07/21/18 09:46:32,340,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000087318,0.000084548
320010:6956,07/21/18 14:27:42,330,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000056788,0.000055316
320011:6956,07/21/18 16:38:02,302,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000046751,0.000045287
320012:6956,07/21/18 18:38:20,99,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000013861,0.000013378
320023:6957,07/21/18 21:33:03,276,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000077000,0.000073211
320024:6957,07/21/18 23:21:36,410,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000096623,0.000093660
320025:6957,07/22/18 02:03:20,113,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000023123,0.000022306
320026:6957,07/22/18 02:49:54,204,HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,0.000038196,0.000037101
