#Data tag : 19v3 , Norm tag: None
#run:fill,time,ncms,hltpath,delivered(/fb),recorded(/fb)
316058:6662,05/09/18 20:47:16,364,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v16,0.071377866,0.068598604
316059:6662,05/09/18 23:10:21,566,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v16,0.089190945,0.085213484
316060:6662,05/10/18 02:53:15,935,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v16,0.101957547,0.099239617
316061:6662,05/10/18 09:00:15,36,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v16,0.003127303,0.003073459
316062:6662,05/10/18 10:24:04,4,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v16,0.000354856,0.000349141
316082:6663,05/10/18 12:45:58,371,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v16,0.072919386,0.070679793
316110:6666,05/10/18 21:22:27,210,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v16,0.042331276,0.040984742
316111:6666,05/10/18 22:46:45,48,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v16,0.008830866,0.007580979
316113:6666,05/10/18 23:16:41,64,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v16,0.011155824,0.010245633
316114:6666,05/10/18 23:42:59,1561,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v16,0.188822878,0.183997483
316153:6672,05/11/18 17:03:13,770,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v16,0.131784779,0.128120215
316186:6674,05/12/18 03:00:17,44,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v16,0.008570905,0.007576838
316187:6674,05/12/18 03:18:33,1970,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v16,0.267293848,0.256214376
316199:6675,05/12/18 18:55:11,1165,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v16,0.208165727,0.200980660
316200:6675,05/13/18 02:29:14,10,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v16,0.001317917,0.001113090
316201:6675,05/13/18 02:36:34,498,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v16,0.057978868,0.055046578
316202:6675,05/13/18 05:53:19,403,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v16,0.038717083,0.037553065
316216:6677,05/13/18 11:57:38,442,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v16,0.089630361,0.085739543
316217:6677,05/13/18 15:05:03,264,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v16,0.045720927,0.044079430
316218:6677,05/13/18 16:52:47,1008,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v16,0.125190475,0.121616354
316219:6677,05/13/18 23:33:19,283,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v16,0.025193990,0.024489221
316239:6681,05/14/18 05:52:32,589,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v16,0.108860944,0.104659527
316240:6681,05/14/18 09:45:29,1224,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v16,0.146776613,0.141841262
316241:6681,05/14/18 17:44:39,325,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v16,0.027648090,0.026597198
316271:6683,05/15/18 00:23:54,86,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v16,0.016033590,0.014849040
316361:6688,05/15/18 17:14:35,189,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.014239602,0.013206944
316362:6688,05/15/18 18:35:04,425,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.027839488,0.026958044
316363:6688,05/15/18 21:30:58,48,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.002474331,0.002305743
316377:6690,05/16/18 01:56:02,21,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.001619500,0.000993035
316378:6690,05/16/18 02:06:22,29,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.003105209,0.001668336
316379:6690,05/16/18 02:20:12,70,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.007295553,0.004111079
316380:6690,05/16/18 02:51:00,1208,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.089668237,0.087640083
316455:6693,05/16/18 19:16:25,36,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.004957187,0.004803541
316457:6693,05/16/18 19:38:28,1454,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.167861875,0.163136646
316469:6694,05/17/18 07:48:25,428,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.077002690,0.074438928
316470:6694,05/17/18 11:54:09,476,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.060505736,0.058434752
316472:6694,05/17/18 15:00:34,328,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.034059147,0.033118575
316505:6696,05/18/18 00:24:11,1319,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.207251291,0.200610015
316569:6700,05/19/18 02:15:13,1888,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.249717212,0.242784654
316590:6702,05/19/18 20:55:25,510,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.097673470,0.094623647
316613:6706,05/20/18 07:52:22,193,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.016061929,0.015733106
316615:6706,05/20/18 09:12:45,338,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.025019902,0.024563699
316666:6709,05/20/18 21:51:33,981,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.145250886,0.139690645
316667:6709,05/21/18 04:15:41,197,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.021803162,0.021070049
316700:6710,05/21/18 11:45:22,311,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.060867319,0.057152106
316701:6710,05/21/18 14:12:33,479,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.075330689,0.071966663
316702:6710,05/21/18 17:21:19,388,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.049198524,0.047730943
316715:6711,05/22/18 01:10:33,13,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.001675626,0.001500268
316716:6711,05/22/18 01:30:21,181,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.034863839,0.030896385
316717:6711,05/22/18 02:44:00,192,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.033309133,0.031692948
316718:6711,05/22/18 04:00:35,311,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.046850993,0.045111285
316719:6711,05/22/18 06:17:36,136,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.017690903,0.016224741
316720:6711,05/22/18 07:16:06,182,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.021575338,0.020866057
316721:6711,05/22/18 08:29:42,15,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.001672332,0.001630039
316722:6711,05/22/18 08:45:58,751,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.069916860,0.067380264
316723:6711,05/22/18 13:38:48,64,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.004915288,0.004810566
316758:6712,05/22/18 16:43:00,1599,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.236001297,0.227841360
316766:6714,05/23/18 05:50:20,2148,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.289442802,0.280526387
316876:6719,05/24/18 23:17:15,610,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.118251790,0.108189511
316877:6719,05/25/18 03:18:15,395,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.057583916,0.055525740
316879:6719,05/25/18 06:01:35,156,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.019268750,0.018256599
316928:6724,05/25/18 17:30:22,149,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.022856719,0.022208620
316985:6731,05/27/18 20:04:08,471,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.089044907,0.086273055
316993:6733,05/28/18 03:32:50,211,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.039850673,0.037236856
316994:6733,05/28/18 04:58:46,14,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.002535737,0.002388550
316995:6733,05/28/18 05:06:29,623,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.095947832,0.093097257
317080:6737,05/28/18 20:40:32,26,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.004160893,0.003922130
317087:6738,05/28/18 23:14:11,741,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.126472337,0.121600194
317089:6738,05/29/18 04:46:51,1003,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.110663726,0.106452463
317182:6741,05/30/18 09:15:46,1377,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.210942171,0.203103622
317212:6744,05/31/18 02:42:17,140,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.027155020,0.025586188
317213:6744,05/31/18 03:40:05,375,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.065165243,0.062744538
317279:6747,05/31/18 17:11:10,466,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.034155891,0.032945797
317291:6749,06/01/18 02:53:28,791,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.141693935,0.137014435
317292:6749,06/01/18 08:08:05,330,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.043823435,0.042503324
317297:6749,06/01/18 11:34:35,697,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.063707217,0.061899452
317319:6751,06/01/18 19:42:33,139,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.028390775,0.026757281
317320:6751,06/01/18 20:37:54,1820,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.238525075,0.230383637
317338:6752,06/02/18 10:48:26,42,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.007969713,0.006815536
317339:6752,06/02/18 11:06:14,163,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.034178758,0.032874880
317340:6752,06/02/18 12:17:48,418,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.073922054,0.070298174
317382:6755,06/03/18 16:34:21,71,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.013894482,0.012069717
317383:6755,06/03/18 17:05:19,58,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.011949732,0.011225620
317391:6757,06/04/18 03:21:59,8,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.001748257,0.001358644
317392:6757,06/04/18 03:27:44,1898,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.252678073,0.245328315
317435:6759,06/05/18 00:15:36,1397,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.187222453,0.180306460
317438:6759,06/05/18 09:20:20,307,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.025873433,0.024854789
317475:6761,06/05/18 18:13:47,68,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.013538769,0.012880575
317478:6761,06/05/18 18:47:21,23,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.004238207,0.003968621
317484:6761,06/05/18 19:51:18,523,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.082872585,0.080177998
317488:6761,06/05/18 23:26:30,844,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.093458019,0.090564036
317527:6763,06/06/18 22:52:12,1447,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.233338760,0.226049514
317591:6768,06/08/18 07:07:54,292,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.057625901,0.055558258
317626:6770,06/08/18 20:45:30,2006,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.273247795,0.264469770
317640:6772,06/09/18 13:47:48,801,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.135805617,0.130589632
317641:6772,06/09/18 19:02:09,1390,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.138218109,0.134157510
317648:6773,06/10/18 06:27:56,95,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.018732948,0.016940958
317649:6773,06/10/18 07:08:12,621,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.100225104,0.096605788
317650:6773,06/10/18 11:10:27,1304,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.132155739,0.127998213
317661:6774,06/10/18 21:56:59,1222,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.193767523,0.187825556
317663:6774,06/11/18 06:27:15,858,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.078621437,0.076650678
317683:6776,06/11/18 16:18:33,320,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.061184078,0.058925891
317696:6778,06/12/18 00:00:42,645,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.118938088,0.114393428
318733:6850,06/26/18 22:28:18,33,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.001493022,0.001396098
318828:6858,06/28/18 06:30:24,70,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.006840088,0.006614631
318872:6860,06/28/18 15:50:31,272,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.047612981,0.045927257
318874:6860,06/28/18 17:39:38,320,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.052110314,0.049782608
318876:6860,06/28/18 19:45:23,161,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.024516785,0.023293513
318877:6860,06/28/18 20:49:22,615,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.082530694,0.080274418
319077:6874,07/01/18 23:27:46,41,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.008423549,0.008185937
319337:6901,07/08/18 02:05:51,2193,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.118674051,0.116194409
319347:6904,07/08/18 19:53:18,651,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.114538258,0.105428016
319348:6904,07/09/18 00:07:18,37,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.005480324,0.002503238
319349:6904,07/09/18 00:23:34,148,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.020982614,0.020421914
319449:6909,07/09/18 20:59:32,698,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.129793246,0.124586863
319450:6909,07/10/18 01:32:44,681,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.106252402,0.103522806
319456:6909,07/10/18 07:08:40,209,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.027009449,0.026007813
319459:6909,07/10/18 08:32:35,78,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.008820720,0.008606050
319486:6911,07/11/18 09:10:21,66,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.010530694,0.010157398
319503:6911,07/11/18 17:30:46,317,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.047406539,0.045479594
319524:6912,07/11/18 22:27:29,1424,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.235385877,0.228350749
319526:6912,07/12/18 08:14:19,282,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.035879843,0.034829787
319528:6912,07/12/18 10:12:58,254,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.029899722,0.029205453
319579:6919,07/13/18 04:43:17,3128,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.421350210,0.409245239
319625:6921,07/14/18 14:05:51,190,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.036479091,0.035298021
319639:6923,07/14/18 18:52:13,1479,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.211774098,0.204670171
319656:6924,07/15/18 07:26:01,256,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.045633484,0.043235913
319657:6924,07/15/18 09:09:07,167,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.026876414,0.025912048
319658:6924,07/15/18 10:17:14,222,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.031957167,0.030858196
319659:6924,07/15/18 11:50:26,87,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.011304175,0.010893833
319678:6925,07/15/18 15:20:13,259,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.049526174,0.047712412
319687:6927,07/15/18 22:28:04,45,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.008243408,0.008026456
319697:6929,07/16/18 02:17:40,437,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.031426377,0.030280644
319698:6929,07/16/18 05:13:10,312,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.018601853,0.018147632
319756:6931,07/16/18 15:39:04,1923,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.253542180,0.245102271
319840:6939,07/17/18 22:27:53,348,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.025631044,0.024859485
319841:6939,07/18/18 00:44:33,167,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.010420135,0.010140165
319847:6940,07/18/18 04:02:30,3,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.000665063,0.000451768
319848:6940,07/18/18 04:04:45,53,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.009964273,0.009540756
319849:6940,07/18/18 04:28:02,492,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.090108591,0.086776045
319851:6940,07/18/18 07:46:30,4,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.000625103,0.000568519
319853:6940,07/18/18 08:01:32,256,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.036653788,0.035601744
319854:6940,07/18/18 09:44:34,225,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.027617565,0.026858164
319908:6942,07/19/18 02:40:13,51,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.009789335,0.009147914
319909:6942,07/19/18 03:03:13,7,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.002745400,0.001120242
319910:6942,07/19/18 03:09:20,983,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.157736878,0.152432583
319912:6942,07/19/18 09:34:18,59,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.007085587,0.006718611
319913:6942,07/19/18 09:59:24,56,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.006509302,0.006283117
319914:6942,07/19/18 10:22:49,32,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.003626259,0.003439930
319915:6942,07/19/18 10:37:23,416,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.044470027,0.043401161
319941:6944,07/19/18 19:59:35,256,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.049510151,0.047208594
319942:6944,07/19/18 21:41:30,50,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.008971411,0.008734453
319950:6946,07/20/18 02:45:30,168,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.033919972,0.032967986
319991:6953,07/20/18 15:48:51,837,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.146264832,0.141055707
319992:6953,07/20/18 21:15:39,264,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.034157137,0.032793251
319993:6953,07/20/18 23:01:06,955,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.093873437,0.091337908
320002:6956,07/21/18 08:17:32,141,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.026261608,0.025101734
320006:6956,07/21/18 09:46:32,340,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.058939710,0.057070070
320010:6956,07/21/18 14:27:42,330,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.038332043,0.037338346
320011:6956,07/21/18 16:38:02,302,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.031556609,0.030569018
320012:6956,07/21/18 18:38:20,99,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.009355982,0.009030345
320023:6957,07/21/18 21:33:03,276,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.051975012,0.049417304
320024:6957,07/21/18 23:21:36,410,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.065220401,0.063220490
320025:6957,07/22/18 02:03:20,113,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.015607894,0.015056617
320026:6957,07/22/18 02:49:54,204,HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,0.025782303,0.025042852
